Travel destination,Summary
Okayama,"Okayama is home to several museums including the Okayama Orient Museum, Okayama Prefectural Museum, Okayama Prefectural Museum of Art, Hayashibara Museum of Art, Yumeji Art Museum, and Okaden Museum. Other museums in Okayama focus on literature, science, fossils, and art related to good luck cats."
Okinawa,"Naha, the capital of Okinawa, has Shuri Castle, once the seat of the Ryukyu Kingdom; reconstruction is underway but is not expected to be completed until 2026. Zakimi Castle, a World Heritage Site, has a visitor center, partially restored walls, and a new museum for its history and architecture that opened in 2018."
Oklahoma City,"Oklahoma City offers museum enthusiasts a variety of options, including the Oklahoma City Museum of Art, the National Cowboy and Western Heritage Museum, the Science Museum Oklahoma, the Oklahoma History Center, and the American Banjo Museum. The city also features smaller museums like the International Photography Hall of Fame & Museum, the Museum of Osteology, and the Ninety-Nines Museum of Women Pilots."
Omaha,"Omaha offers several museums and art galleries, including the Joslyn Art Museum with works by El Greco, Degas, Monet, and Renoir, and the Durham Western Heritage Museum in a renovated art deco-style train station. Other museums include the Bemis Center for Contemporary Arts, the Omaha Children's Museum, El Museo Latino, Love's Jazz and Art Center, the Lewis and Clark National Historic Trail Headquarters, and the Museum of Shadows."
Orlando,"Orlando offers world-class museums such as the Orlando Museum of Art and the Orange County Regional History Center. The Orlando Science Center is a large, hands-on learning center with interactive exhibits for visitors of all ages."
Osaka,"Osaka has the Osaka Museum of History, Osaka Science Museum, Kamigata Ukiyoe Museum, and the Open Air Museum of Old Farmhouses. The Suntory Museum is in the Tempozan area next to the Kaiyukan aquarium."
Oslo,"Oslo has an amazing number of museums, including the Viking Ship Museum, the National Gallery, and the Munch Museum. An Oslo Pass includes unlimited entry to more than 30 museums."
Ottawa,"Ottawa has many national museums and galleries, including the Bank of Canada Currency Museum, Bytown Museum, Canada Agriculture and Food Museum, Canada Aviation and Space Museum, Canadian Museum of Nature, and Canadian War Museum. All museums in Ottawa have free admission on Canada Day, July 1."
Ouagadougou,"Ouagadougou offers museum options such as the National Museum, which is devoted to local cultures, the Museum of Music, which exhibits musical instruments, and Musée de Manega, located 55 km northwest of the city, which also exhibits musical instruments and cultural items. The L'Unité Pédagogique park also serves as a museum for the country's history."
Palermo,"Palermo offers several cultural attractions, including the Palatine Chapel with mosaics, Museo delle Maioliche with historical tiles, and museums in the 18th-century Villa Palagonia. The city's historical sites, such as the Arab-Norman Palermo and the Cathedral Churches of Cefalù and Monreale, comprise a UNESCO World Heritage Site."
Palm Springs,"Palm Springs offers the Palm Springs Art Museum, which was founded in 1933 and hosts special exhibits and work from its permanent collection, and the Agua Caliente Cultural Museum, which displays the history and culture of the Agua Caliente Tribe. The Palm Springs Air Museum houses World War II airplanes."
Palma de Mallorca,"Palma de Mallorca offers museum options like the Museo de Arte Sacro, Museum of Mallorca, Fundación Juan March Palma featuring works by Picasso and Dalí, Es Baluard Museu d'Art Contemporani, Pilar and Joan Miro Foundation, and Museu Històric Militar de Sant Carles. There is also the Transilvania Cafetería-Museum which is a schlock-horror waxworks."
Pamplona,"Pamplona has the Museo de Navarra, which includes Roman artifacts, Romanesque art, a Goya portrait, and Gothic and Renaissance paintings and murals. The Pamplona Cathedral has a museum with exhibits on the history and architecture of the building."
Panama City,"Panama City has a Canal Museum and a Panama History Museum located in Casco Viejo, as well as the Biomuseo designed by Frank Gehry. The Panama Viejo archaeological site also has a museum."
Paris,"Paris is home to a variety of museums, including the Louvre, Musée d'Orsay, Rodin Museum, Picasso Museum, Musée Marmottan-Monet, Musée de l'Orangerie, Musée Delacroix, Centre Georges Pompidou, Les Invalides, Musée national du Moyen Âge, Musée des Arts Décoratifs, Carnavalet, Cité des sciences et de l’industrie - La Villette, Mémorial de la Shoah, Jacquemart-Andre Museum, and Guimet Museum. All national museums and monuments are free for all every first Sunday of the month."
Patna,"Patna offers museum options such as the Bihar Museum, Patna Museum, Gandhi Sangrahalaya, and Shrikrishna Science Centre. The Patna Museum houses over 50,000 rare art objects, while the Bihar Museum showcases the history of Bihar with galleries dedicated to regional history, art, and the Bihari diaspora."
Pensacola,"Pensacola offers museum attractions such as the National Naval Aviation Museum, the Pensacola Museum of Art, and the Pensacola Historic Village, which includes museums like the T.T. Wentworth Jr. Museum. Other museums in the area include the Pensacola Museum of History at the University of West Florida."
Penticton,"Penticton offers the Penticton Museum & Archives, featuring over 8000 artifacts, photographs, and documents about Penticton's pioneer days and local First Nations, and the Penticton Art Gallery, with a collection of local and Inuit art. The Leir House Cultural Centre, home to the Penticton Arts Council, is also open to the public."
Peoria (Illinois),"Peoria offers the Peoria Riverfront Museum, which emphasizes art and science with rotating galleries and a regional folk art collection; it is a Smithsonian Member Institution. Other museums include the Caterpillar Visitor's Center, Wheels O' Time, and the Peoria PlayHouse Children's Museum."
Pereira,"Pereira has the Pereira Art Museum, which features smaller art pieces, and the Centro Cultural Lucy Tejada, a library and cultural event center. The Universidad Tecnológica de Pereira Botanical Garden is also available."
Perth,"Perth offers museum options such as the WA Museum, the Art Gallery of WA, PICA in the city center, the Fremantle Prison, Maritime Museum, and Shipwrecks gallery in Fremantle. There is also a quirky taxidermy museum in Guildford."
Petrolina,"Petrolina has the Museu do Sertão, which contains regional furniture, objects, and personal belongings of regional figures, and the Estação Ferroviária de Petrolina, a rail station inaugurated in 1923 and a National Heritage site. The city also has the Catedral Sagrado Coração de Jesus e Cristo Rei, built in Neo-Gothic style."
Philadelphia,"Philadelphia boasts a variety of museums, including the Philadelphia Museum of Art, the Barnes Foundation, The Academy of Natural Sciences of Drexel University, The Franklin Institute Science Museum, and the Mütter Museum of The College of Physicians of Philadelphia. The city also has the Rodin Museum, African American Museum, Atwater Kent Museum of Philadelphia History, National Museum of American Jewish History, Independence Seaport Museum, Penn Museum, and Please Touch Museum."
Phnom Penh,"Phnom Penh has the Tuol Sleng Genocide Museum (S-21 Prison), the National Museum of Cambodia, and the Sosoro Museum, which focuses on Cambodia's monetary history. The National Museum of Cambodia contains an excellent collection of art from Cambodia's ""golden age"" of Angkor."
Phoenix,"Phoenix offers several museums, including the Arizona Science Center, Heard Museum (Native American cultures and arts), Phoenix Art Museum, Arizona State Capitol Museum, Musical Instrument Museum, Phoenix Police Museum, Children's Museum of Phoenix, Hall Of Flame Fire Museum, S'edav Va'aki Museum and Archaeological Park, and Rosson House Museum. The city also has art-related locations like the Roosevelt Historic District, Scottsdale Old Town (with art galleries), and The Gallery at City Hall."
