Query,City,Relevance Score
Cities with historic covered markets,Du虉sseldorf,2
Cities with historic covered markets,Lahore,2
Cities with historic covered markets,Aguascalientes,2
Cities with historic covered markets,Kavala,0
Cities with historic covered markets,Ibiza,0
Cities with historic covered markets,Tel Aviv,3
Cities with historic covered markets,Gothenburg,2
Cities with historic covered markets,Strasbourg,2
Cities with historic covered markets,Graz,1
Cities with historic covered markets,Pristina,1
Cities with historic covered markets,George Town (Malaysia),3
Cities with historic covered markets,Natal,2
Cities with historic covered markets,Albuquerque,1
Cities with historic covered markets,Brasilia,0
Cities with historic covered markets,Hong Kong,1
Cities with historic covered markets,Hanover,2
Cities with historic covered markets,Palermo,3
Cities with historic covered markets,San Juan,1
Cities with historic covered markets,Tunis,3
Cities with historic covered markets,Singapore,1
Cities with historic covered markets,Ljubljana,2
Cities with historic covered markets,Verona,2
Cities with historic covered markets,Guayaquil,1
Cities with historic covered markets,San Pedro Sula,1
Cities with historic covered markets,Sofia,2
Cities with historic covered markets,Phnom Penh,3
Cities with historic covered markets,Bujumbura,1
Cities with historic covered markets,Copenhagen,1
Cities with historic covered markets,Tbilisi,2
Cities with historic covered markets,San Antonio,3
Cities with historic covered markets,Ottawa,2
Cities with historic covered markets,Varanasi,1
Cities with historic covered markets,Petrolina,0
Cities with historic covered markets,Nuremberg,1
Cities with historic covered markets,Kaunas,2
Cities with historic covered markets,Split,1
Cities with historic covered markets,Surabaya,2
Cities with historic covered markets,Montpellier,1
Cities with historic covered markets,Xiamen,1
Cities with historic covered markets,Rochester (New York),2
Cities with historic covered markets,Vientiane,2
Cities with historic covered markets,Istanbul,3
Cities with historic covered markets,Tirana,2
Cities with historic covered markets,Aurangabad,1
Cities with historic covered markets,Siem Reap,2
Cities with historic covered markets,Trieste,0
Cities with historic covered markets,Lima,1
Cities with historic covered markets,Abu Dhabi,2
Cities with historic covered markets,Curitiba,2
Cities with historic covered markets,Cape Town,2
Cities with historic covered markets,Poznan虂,2
Cities with historic covered markets,Tucson,1
Cities with historic covered markets,Campo Grande,2
Cities with historic covered markets,Los Angeles,0
Cities with historic covered markets,Ho Chi Minh City,2
Cities with historic covered markets,Maracaibo,1
Cities with historic covered markets,Santa Marta,0
Cities with historic covered markets,Ias苔i,1
Cities with historic covered markets,Cagliari,1
Cities with historic covered markets,Surat,1
Cities with historic covered markets,Tegucigalpa,2
Cities with historic covered markets,Debrecen,1
Cities with historic covered markets,Vito虂ria,0
Cities with historic covered markets,Veracruz,2
Cities with historic covered markets,Perth,2
Cities with historic covered markets,Brisbane,1
Cities with historic covered markets,Toulouse,2
Cities with historic covered markets,Jakarta,2
Cities with historic covered markets,Saint Martin,0
Cities with historic covered markets,Reykjavi虂k,2
Cities with historic covered markets,Podgorica,1
Cities with historic covered markets,Kharkiv,1
Cities with historic covered markets,Chennai,1
Cities with historic covered markets,Rijeka,3
Cities with historic covered markets,Villahermosa,0
Cities with historic covered markets,Indore,2
Cities with historic covered markets,Manila,1
Cities with historic covered markets,Seattle,3
Cities with historic covered markets,Pamplona,0
Cities with historic covered markets,Vigo,0
Cities with historic covered markets,Zhuhai,1
Cities with historic covered markets,Catania,3
Cities with historic covered markets,Chiang Mai,2
Cities with historic covered markets,Funchal,3
Cities with historic covered markets,Yerevan,3
Cities with historic covered markets,Troms酶,0
Cities with historic covered markets,Casablanca,1
Cities with historic covered markets,Trabzon,2
Cities with historic covered markets,Bordeaux,1
Cities with historic covered markets,Bremen,1
Cities with historic covered markets,Munich,1
Cities with historic covered markets,Faro,2
Cities with historic covered markets,Hamilton (Ontario),3
Cities with historic covered markets,Tehran,3
Cities with historic covered markets,Xi'an,2
Cities with historic covered markets,Birmingham,2
Cities with historic covered markets,Bissau,2
Cities with historic covered markets,Wroc艂aw,2
Cities with historic covered markets,Timis苔oara,0
Cities with historic covered markets,Charlottesville,1
Cities with historic covered markets,Pune,1
Cities with historic covered markets,Vancouver,0
Cities with historic covered markets,Prague,1
Cities with historic covered markets,Praia,3
Cities with historic covered markets,Bari,0
Cities with historic covered markets,Austin,0
Cities with historic covered markets,Beirut,1
Cities with historic covered markets,Vaasa,3
Cities with historic covered markets,Iquitos,2
Cities with historic covered markets,Bangkok,2
Cities with historic covered markets,Antananarivo,2
Cities with historic covered markets,Pereira,0
Cities with historic covered markets,Ulaanbaatar,0
Cities with historic covered markets,Cebu City,3
Cities with historic covered markets,New York City,0
Cities with historic covered markets,Johannesburg,1
Cities with historic covered markets,Jodhpur,2
Cities with historic covered markets,Abuja,1
Cities with historic covered markets,Shenzhen,0
Cities with historic covered markets,Cairo,3
Cities with historic covered markets,Ponta Delgada,3
Cities with historic covered markets,Vadodara,2
Cities with historic covered markets,Cozumel,0
Cities with historic covered markets,Harbin,0
Cities with historic covered markets,Alexandria,0
Cities with historic covered markets,Salt Lake City,1
Cities with historic covered markets,Dubai,2
Cities with historic covered markets,Kuala Lumpur,2
Cities with historic covered markets,Santorini,0
Cities with historic covered markets,Bele虂m,3
Cities with historic covered markets,Kinshasa,0
Cities with historic covered markets,Skopje,3
Cities with historic covered markets,Victoria (British Columbia),1
Cities with historic covered markets,Cotonou,1
Cities with historic covered markets,Helsinki,2
Cities with historic covered markets,Adelaide,3
Cities with historic covered markets,Sanya,1
Cities with historic covered markets,Minsk,0
Cities with historic covered markets,Kumamoto,2
Cities with historic covered markets,Muscat,3
